county,district_id,district_name,district_office_flag,age,year,population,deaths,death_rate
Colquitt,8-2,Southwest Health District,0,0-9,2001,6302,0,0
Columbia,6,East Central Health District,0,0-9,2001,13799,0,0
Coweta,4,District 4 Health District,0,0-9,2001,15374,0,0
DeKalb,3-5,DeKalb Health District,1,0-9,2001,94617,0,0
Dougherty,8-2,Southwest Health District,1,0-9,2001,14384,0,0
Douglas,3-1,Cobb/Douglas Health District,0,0-9,2001,14175,0,0
Effingham,9-1,Coastal Health District,0,0-9,2001,6153,0,0
Fayette,4,District 4 Health District,0,0-9,2001,12540,0,0
Floyd,1-1,Northwest Georgia Health District,1,0-9,2001,12146,1,8.233163181294254e-5
Forsyth,2,North Health District,0,0-9,2001,19458,0,0
Fulton,3-2,Fulton County Board of Health,1,0-9,2001,115310,0,0
Glynn,9-1,Coastal Health District,1,0-9,2001,9064,0,0
Gordon,1-1,Northwest Georgia Health District,0,0-9,2001,6741,0,0
Gwinnett,3-4,East Metro Health District,1,0-9,2001,99131,0,0
Habersham,2,North Health District,0,0-9,2001,4749,0,0
Hall,2,North Health District,1,0-9,2001,23071,0,0
Henry,4,District 4 Health District,0,0-9,2001,21323,0,0
Houston,5-2,North Central Health District,0,0-9,2001,16641,0,0
Jackson,10,Northeast Health District,0,0-9,2001,6493,0,0
Laurens,5-1,South Central Health District,1,0-9,2001,6413,0,0
Liberty,9-1,Coastal Health District,0,0-9,2001,11882,0,0
Lowndes,8-1,South Health District,1,0-9,2001,13030,0,0
Murray,1-2,North Georgia Health District,0,0-9,2001,5931,0,0
Muscogee,7,West Central Health District,1,0-9,2001,27563,0,0
Newton,3-4,East Metro Health District,0,0-9,2001,10636,0,0
Paulding,1-1,Northwest Georgia Health District,0,0-9,2001,16439,0,0
Polk,1-1,Northwest Georgia Health District,0,0-9,2001,5477,0,0
Richmond,6,East Central Health District,1,0-9,2001,28728,0,0
Rockdale,3-4,East Metro Health District,0,0-9,2001,9815,0,0
Spalding,4,District 4 Health District,0,0-9,2001,8759,0,0
Thomas,8-2,Southwest Health District,0,0-9,2001,5943,0,0
Tift,8-1,South Health District,0,0-9,2001,5774,0,0
Troup,4,District 4 Health District,1,0-9,2001,8957,0,0
Walker,1-1,Northwest Georgia Health District,0,0-9,2001,8247,0,0
Walton,10,Northeast Health District,0,0-9,2001,10054,0,0
Ware,9-2,Southeast Health District,1,0-9,2001,4562,0,0
Whitfield,1-2,North Georgia Health District,0,0-9,2001,13708,0,0
Appling,9-2,Southeast Health District,0,0-9,2002,2466,0,0
Atkinson,9-2,Southeast Health District,0,0-9,2002,1364,0,0
Bacon,9-2,Southeast Health District,0,0-9,2002,1475,0,0
Baker,8-2,Southwest Health District,0,0-9,2002,551,0,0
Banks,2,North Health District,0,0-9,2002,2325,0,0
Ben Hill,8-1,South Health District,0,0-9,2002,2577,0,0
Berrien,8-1,South Health District,0,0-9,2002,2314,0,0
Bleckley,5-1,South Central Health District,0,0-9,2002,1558,0,0
Brantley,9-2,Southeast Health District,0,0-9,2002,2326,0,0
Brooks,8-1,South Health District,0,0-9,2002,2256,0,0
Bryan,9-1,Coastal Health District,0,0-9,2002,3845,0,0
Burke,6,East Central Health District,0,0-9,2002,3797,0,0
Butts,4,District 4 Health District,0,0-9,2002,2756,0,0
Calhoun,8-2,Southwest Health District,0,0-9,2002,768,0,0
Candler,9-2,Southeast Health District,0,0-9,2002,1436,0,0
Charlton,9-2,Southeast Health District,0,0-9,2002,1380,0,0
Chattahoochee,7,West Central Health District,0,0-9,2002,2327,0,0
Chattooga,1-1,Northwest Georgia Health District,0,0-9,2002,3318,0,0
Clay,7,West Central Health District,0,0-9,2002,411,0,0
Clinch,9-2,Southeast Health District,0,0-9,2002,1091,0,0
Cook,8-1,South Health District,0,0-9,2002,2459,0,0
Crawford,5-2,North Central Health District,0,0-9,2002,1719,0,0
Crisp,7,West Central Health District,0,0-9,2002,3442,0,0
Dade,1-1,Northwest Georgia Health District,0,0-9,2002,1970,0,0
Dawson,2,North Health District,0,0-9,2002,2435,0,0
Decatur,8-2,Southwest Health District,0,0-9,2002,4112,0,0
Dodge,5-1,South Central Health District,0,0-9,2002,2432,0,0
Dooly,7,West Central Health District,0,0-9,2002,1645,0,0
Early,8-2,Southwest Health District,0,0-9,2002,1728,0,0
Echols,8-1,South Health District,0,0-9,2002,539,0,0
Elbert,10,Northeast Health District,0,0-9,2002,2657,0,0
Emanuel,6,East Central Health District,0,0-9,2002,2996,0,0
Evans,9-2,Southeast Health District,0,0-9,2002,1532,0,0
Fannin,1-2,North Georgia Health District,0,0-9,2002,2295,0,0
Franklin,2,North Health District,0,0-9,2002,2700,0,0
Gilmer,1-2,North Georgia Health District,0,0-9,2002,3355,0,0
Glascock,6,East Central Health District,0,0-9,2002,354,0,0
Grady,8-2,Southwest Health District,0,0-9,2002,3393,0,0
Greene,10,Northeast Health District,0,0-9,2002,1973,0,0
Hancock,5-2,North Central Health District,0,0-9,2002,1168,0,0
Haralson,1-1,Northwest Georgia Health District,0,0-9,2002,3813,0,0
Harris,7,West Central Health District,0,0-9,2002,3221,0,0
Hart,2,North Health District,0,0-9,2002,2886,0,0
Heard,4,District 4 Health District,0,0-9,2002,1763,0,0
Irwin,8-1,South Health District,0,0-9,2002,1329,0,0
Jasper,5-2,North Central Health District,0,0-9,2002,1746,0,0
Jeff Davis,9-2,Southeast Health District,0,0-9,2002,1963,0,0
Jefferson,6,East Central Health District,0,0-9,2002,2482,0,0
Jenkins,6,East Central Health District,0,0-9,2002,1246,0,0
Johnson,5-1,South Central Health District,0,0-9,2002,1178,0,0
Jones,5-2,North Central Health District,0,0-9,2002,3388,0,0
Lamar,4,District 4 Health District,0,0-9,2002,2121,0,0
Lanier,8-1,South Health District,0,0-9,2002,1051,0,0
Lee,8-2,Southwest Health District,0,0-9,2002,3726,0,0
Lincoln,6,East Central Health District,0,0-9,2002,962,0,0
Long,9-1,Coastal Health District,0,0-9,2002,2035,0,0
Lumpkin,2,North Health District,0,0-9,2002,2914,0,0
McDuffie,6,East Central Health District,0,0-9,2002,3039,0,0
McIntosh,9-1,Coastal Health District,0,0-9,2002,1652,0,0
Macon,7,West Central Health District,0,0-9,2002,1977,0,0
Madison,10,Northeast Health District,0,0-9,2002,3629,0,0
Marion,7,West Central Health District,0,0-9,2002,1035,0,0
Meriwether,4,District 4 Health District,0,0-9,2002,3163,0,0
Miller,8-2,Southwest Health District,0,0-9,2002,821,0,0
Mitchell,8-2,Southwest Health District,0,0-9,2002,3306,0,0
Monroe,5-2,North Central Health District,0,0-9,2002,2932,0,0
Montgomery,5-1,South Central Health District,0,0-9,2002,1118,0,0
Morgan,10,Northeast Health District,0,0-9,2002,2273,0,0
Oconee,10,Northeast Health District,0,0-9,2002,3862,0,0
Oglethorpe,10,Northeast Health District,0,0-9,2002,1868,0,0
Peach,5-2,North Central Health District,0,0-9,2002,3336,0,0
Pickens,1-2,North Georgia Health District,0,0-9,2002,3241,0,0
Pierce,9-2,Southeast Health District,0,0-9,2002,2255,0,0
Pike,4,District 4 Health District,0,0-9,2002,2144,0,0
Pulaski,5-1,South Central Health District,0,0-9,2002,1314,0,0
Putnam,5-2,North Central Health District,0,0-9,2002,2346,0,0
Quitman,7,West Central Health District,0,0-9,2002,314,0,0
Rabun,2,North Health District,0,0-9,2002,1757,0,0
Randolph,7,West Central Health District,0,0-9,2002,1040,0,0
Schley,7,West Central Health District,0,0-9,2002,589,0,0
Screven,6,East Central Health District,0,0-9,2002,2046,0,0
Seminole,8-2,Southwest Health District,0,0-9,2002,1274,0,0
Stephens,2,North Health District,0,0-9,2002,3190,0,0
Stewart,7,West Central Health District,0,0-9,2002,664,0,0
Sumter,7,West Central Health District,0,0-9,2002,5056,0,0
Talbot,7,West Central Health District,0,0-9,2002,884,0,0
Taliaferro,6,East Central Health District,0,0-9,2002,218,0,0
Tattnall,9-2,Southeast Health District,0,0-9,2002,2676,0,0
Taylor,7,West Central Health District,0,0-9,2002,1208,0,0
Telfair,5-1,South Central Health District,0,0-9,2002,1532,0,0
Terrell,8-2,Southwest Health District,0,0-9,2002,1646,0,0
Toombs,9-2,Southeast Health District,0,0-9,2002,3957,0,0
Towns,2,North Health District,0,0-9,2002,827,0,0
Treutlen,5-1,South Central Health District,0,0-9,2002,914,0,0
Turner,8-1,South Health District,0,0-9,2002,1540,0,0
Twiggs,5-2,North Central Health District,0,0-9,2002,1322,0,0
Union,2,North Health District,0,0-9,2002,1921,0,0
Upson,4,District 4 Health District,0,0-9,2002,3716,0,0
Warren,6,East Central Health District,0,0-9,2002,892,0,0
Washington,5-2,North Central Health District,0,0-9,2002,2772,0,0
Wayne,9-2,Southeast Health District,0,0-9,2002,3609,0,0
Webster,7,West Central Health District,0,0-9,2002,334,0,0
Wheeler,5-1,South Central Health District,0,0-9,2002,716,0,0
White,2,North Health District,0,0-9,2002,2859,0,0
Wilcox,5-1,South Central Health District,0,0-9,2002,1044,0,0
Wilkes,6,East Central Health District,0,0-9,2002,1302,0,0
Wilkinson,5-2,North Central Health District,0,0-9,2002,1457,0,0
Worth,8-2,Southwest Health District,0,0-9,2002,3119,0,0
Baldwin,5-2,North Central Health District,0,0-9,2002,4806,0,0
Barrow,10,Northeast Health District,0,0-9,2002,8201,0,0
Bartow,1-1,Northwest Georgia Health District,0,0-9,2002,13154,0,0
Bibb,5-2,North Central Health District,1,0-9,2002,22780,0,0
Bulloch,9-2,Southeast Health District,0,0-9,2002,6439,0,0
Camden,9-1,Coastal Health District,0,0-9,2002,7692,0,0
Carroll,4,District 4 Health District,0,0-9,2002,13654,0,0
Catoosa,1-1,Northwest Georgia Health District,0,0-9,2002,7829,0,0
Chatham,9-1,Coastal Health District,0,0-9,2002,31728,0,0
Cherokee,1-2,North Georgia Health District,1,0-9,2002,25729,0,0
Clarke,10,Northeast Health District,1,0-9,2002,10659,0,0
Clayton,3-3,Clayton County Health District,1,0-9,2002,41860,0,0
Cobb,3-1,Cobb/Douglas Health District,1,0-9,2002,91334,0,0
Coffee,9-2,Southeast Health District,0,0-9,2002,5902,0,0
Colquitt,8-2,Southwest Health District,0,0-9,2002,6369,0,0
Columbia,6,East Central Health District,0,0-9,2002,14189,0,0
Coweta,4,District 4 Health District,0,0-9,2002,15773,0,0
DeKalb,3-5,DeKalb Health District,1,0-9,2002,94182,0,0
Dougherty,8-2,Southwest Health District,1,0-9,2002,14241,0,0
Douglas,3-1,Cobb/Douglas Health District,0,0-9,2002,14511,0,0
Effingham,9-1,Coastal Health District,0,0-9,2002,6300,0,0
Fayette,4,District 4 Health District,0,0-9,2002,12307,0,0
Floyd,1-1,Northwest Georgia Health District,1,0-9,2002,12299,0,0
Forsyth,2,North Health District,0,0-9,2002,20995,0,0
Fulton,3-2,Fulton County Board of Health,1,0-9,2002,113618,1,8.80142230984527e-6
Glynn,9-1,Coastal Health District,1,0-9,2002,9066,0,0
Gordon,1-1,Northwest Georgia Health District,0,0-9,2002,7054,0,0
Gwinnett,3-4,East Metro Health District,1,0-9,2002,102813,0,0
Habersham,2,North Health District,0,0-9,2002,4826,0,0
Hall,2,North Health District,1,0-9,2002,24088,0,0
Henry,4,District 4 Health District,0,0-9,2002,22713,0,0
Houston,5-2,North Central Health District,0,0-9,2002,16907,0,0
Jackson,10,Northeast Health District,0,0-9,2002,6704,0,0
Laurens,5-1,South Central Health District,1,0-9,2002,6444,0,0
Liberty,9-1,Coastal Health District,0,0-9,2002,11813,0,0
Lowndes,8-1,South Health District,1,0-9,2002,13049,0,0
Murray,1-2,North Georgia Health District,0,0-9,2002,5986,0,0
Muscogee,7,West Central Health District,1,0-9,2002,27303,0,0
Newton,3-4,East Metro Health District,0,0-9,2002,11470,0,0
Paulding,1-1,Northwest Georgia Health District,0,0-9,2002,17241,0,0
Polk,1-1,Northwest Georgia Health District,0,0-9,2002,5759,0,0
Richmond,6,East Central Health District,1,0-9,2002,28483,0,0
Rockdale,3-4,East Metro Health District,0,0-9,2002,9771,0,0
Spalding,4,District 4 Health District,0,0-9,2002,8682,0,0
Thomas,8-2,Southwest Health District,0,0-9,2002,5757,0,0
Tift,8-1,South Health District,0,0-9,2002,5731,0,0
Troup,4,District 4 Health District,1,0-9,2002,8937,0,0
Walker,1-1,Northwest Georgia Health District,0,0-9,2002,8301,0,0
Walton,10,Northeast Health District,0,0-9,2002,10335,0,0
Ware,9-2,Southeast Health District,1,0-9,2002,4579,0,0
Whitfield,1-2,North Georgia Health District,0,0-9,2002,14246,0,0
Appling,9-2,Southeast Health District,0,0-9,2003,2535,0,0
Atkinson,9-2,Southeast Health District,0,0-9,2003,1424,0,0
Bacon,9-2,Southeast Health District,0,0-9,2003,1515,0,0
Baker,8-2,Southwest Health District,0,0-9,2003,589,0,0
Banks,2,North Health District,0,0-9,2003,2302,0,0
Ben Hill,8-1,South Health District,0,0-9,2003,2535,0,0
Berrien,8-1,South Health District,0,0-9,2003,2348,0,0
Bleckley,5-1,South Central Health District,0,0-9,2003,1549,0,0
Brantley,9-2,Southeast Health District,0,0-9,2003,2345,0,0
Brooks,8-1,South Health District,0,0-9,2003,2183,0,0
Bryan,9-1,Coastal Health District,0,0-9,2003,3944,0,0
Burke,6,East Central Health District,0,0-9,2003,3781,0,0
Butts,4,District 4 Health District,0,0-9,2003,2859,0,0
Calhoun,8-2,Southwest Health District,0,0-9,2003,794,0,0
Candler,9-2,Southeast Health District,0,0-9,2003,1446,0,0
Charlton,9-2,Southeast Health District,0,0-9,2003,1387,0,0
Chattahoochee,7,West Central Health District,0,0-9,2003,2148,0,0
Chattooga,1-1,Northwest Georgia Health District,0,0-9,2003,3359,0,0
Clay,7,West Central Health District,0,0-9,2003,402,0,0
Clinch,9-2,Southeast Health District,0,0-9,2003,1118,0,0
Cook,8-1,South Health District,0,0-9,2003,2402,0,0
Crawford,5-2,North Central Health District,0,0-9,2003,1682,0,0
Crisp,7,West Central Health District,0,0-9,2003,3346,0,0
Dade,1-1,Northwest Georgia Health District,0,0-9,2003,1954,0,0
Dawson,2,North Health District,0,0-9,2003,2542,0,0
Decatur,8-2,Southwest Health District,0,0-9,2003,4047,0,0
Dodge,5-1,South Central Health District,0,0-9,2003,2434,0,0
Dooly,7,West Central Health District,0,0-9,2003,1692,0,0
Early,8-2,Southwest Health District,0,0-9,2003,1718,0,0
Echols,8-1,South Health District,0,0-9,2003,557,0,0
Elbert,10,Northeast Health District,0,0-9,2003,2559,0,0
Emanuel,6,East Central Health District,0,0-9,2003,3012,0,0
Evans,9-2,Southeast Health District,0,0-9,2003,1563,0,0
Fannin,1-2,North Georgia Health District,0,0-9,2003,2357,0,0
Franklin,2,North Health District,0,0-9,2003,2730,0,0
Gilmer,1-2,North Georgia Health District,0,0-9,2003,3412,0,0
Glascock,6,East Central Health District,0,0-9,2003,336,0,0
Grady,8-2,Southwest Health District,0,0-9,2003,3469,0,0
Greene,10,Northeast Health District,0,0-9,2003,1958,0,0
Hancock,5-2,North Central Health District,0,0-9,2003,1124,0,0
Haralson,1-1,Northwest Georgia Health District,0,0-9,2003,3910,0,0
Harris,7,West Central Health District,0,0-9,2003,3293,1,3.036744609778318e-4
Hart,2,North Health District,0,0-9,2003,2890,0,0
Heard,4,District 4 Health District,0,0-9,2003,1677,0,0
Irwin,8-1,South Health District,0,0-9,2003,1353,0,0
Jasper,5-2,North Central Health District,0,0-9,2003,1769,0,0
Jeff Davis,9-2,Southeast Health District,0,0-9,2003,2011,0,0
Jefferson,6,East Central Health District,0,0-9,2003,2432,0,0
Jenkins,6,East Central Health District,0,0-9,2003,1234,0,0
Johnson,5-1,South Central Health District,0,0-9,2003,1153,0,0
Jones,5-2,North Central Health District,0,0-9,2003,3500,0,0
Lamar,4,District 4 Health District,0,0-9,2003,2137,0,0
Lanier,8-1,South Health District,0,0-9,2003,1095,0,0
Lee,8-2,Southwest Health District,0,0-9,2003,3651,0,0
Lincoln,6,East Central Health District,0,0-9,2003,925,0,0
Long,9-1,Coastal Health District,0,0-9,2003,1966,0,0
Lumpkin,2,North Health District,0,0-9,2003,3016,0,0
McDuffie,6,East Central Health District,0,0-9,2003,2959,0,0
McIntosh,9-1,Coastal Health District,0,0-9,2003,1602,0,0
Macon,7,West Central Health District,0,0-9,2003,1965,0,0
Madison,10,Northeast Health District,0,0-9,2003,3655,0,0
Marion,7,West Central Health District,0,0-9,2003,1010,0,0
Meriwether,4,District 4 Health District,0,0-9,2003,3097,0,0
Miller,8-2,Southwest Health District,0,0-9,2003,771,0,0
Mitchell,8-2,Southwest Health District,0,0-9,2003,3223,0,0
Monroe,5-2,North Central Health District,0,0-9,2003,3086,0,0
Montgomery,5-1,South Central Health District,0,0-9,2003,1144,0,0
Morgan,10,Northeast Health District,0,0-9,2003,2202,0,0
Oconee,10,Northeast Health District,0,0-9,2003,3948,0,0
Oglethorpe,10,Northeast Health District,0,0-9,2003,1868,0,0
Peach,5-2,North Central Health District,0,0-9,2003,3338,0,0
Pickens,1-2,North Georgia Health District,0,0-9,2003,3365,0,0
Pierce,9-2,Southeast Health District,0,0-9,2003,2256,0,0
Pike,4,District 4 Health District,0,0-9,2003,2182,0,0
Pulaski,5-1,South Central Health District,0,0-9,2003,1299,0,0
Putnam,5-2,North Central Health District,0,0-9,2003,2357,0,0
Quitman,7,West Central Health District,0,0-9,2003,305,0,0
Rabun,2,North Health District,0,0-9,2003,1803,0,0
Randolph,7,West Central Health District,0,0-9,2003,1014,0,0
Schley,7,West Central Health District,0,0-9,2003,650,0,0
Screven,6,East Central Health District,0,0-9,2003,1944,0,0
Seminole,8-2,Southwest Health District,0,0-9,2003,1224,0,0
Stephens,2,North Health District,0,0-9,2003,3099,0,0
Stewart,7,West Central Health District,0,0-9,2003,614,0,0
Sumter,7,West Central Health District,0,0-9,2003,4971,0,0
Talbot,7,West Central Health District,0,0-9,2003,812,0,0
Taliaferro,6,East Central Health District,0,0-9,2003,182,0,0
Tattnall,9-2,Southeast Health District,0,0-9,2003,2687,0,0
Taylor,7,West Central Health District,0,0-9,2003,1178,0,0
Telfair,5-1,South Central Health District,0,0-9,2003,1565,0,0
Terrell,8-2,Southwest Health District,0,0-9,2003,1583,0,0
Toombs,9-2,Southeast Health District,0,0-9,2003,3928,0,0
Towns,2,North Health District,0,0-9,2003,821,0,0
Treutlen,5-1,South Central Health District,0,0-9,2003,941,0,0
Turner,8-1,South Health District,0,0-9,2003,1474,0,0
Twiggs,5-2,North Central Health District,0,0-9,2003,1251,0,0
Union,2,North Health District,0,0-9,2003,1948,0,0
Upson,4,District 4 Health District,0,0-9,2003,3618,0,0
Warren,6,East Central Health District,0,0-9,2003,870,0,0
Washington,5-2,North Central Health District,0,0-9,2003,2680,0,0
Wayne,9-2,Southeast Health District,0,0-9,2003,3679,0,0
Webster,7,West Central Health District,0,0-9,2003,336,0,0
Wheeler,5-1,South Central Health District,0,0-9,2003,717,0,0
White,2,North Health District,0,0-9,2003,2997,0,0
Wilcox,5-1,South Central Health District,0,0-9,2003,1042,0,0
Wilkes,6,East Central Health District,0,0-9,2003,1304,0,0
Wilkinson,5-2,North Central Health District,0,0-9,2003,1399,0,0
Worth,8-2,Southwest Health District,0,0-9,2003,2996,0,0
Baldwin,5-2,North Central Health District,0,0-9,2003,4813,0,0
Barrow,10,Northeast Health District,0,0-9,2003,8480,0,0
Bartow,1-1,Northwest Georgia Health District,0,0-9,2003,13608,0,0
Bibb,5-2,North Central Health District,1,0-9,2003,22589,0,0
Bulloch,9-2,Southeast Health District,0,0-9,2003,6615,0,0
Camden,9-1,Coastal Health District,0,0-9,2003,7460,0,0
Carroll,4,District 4 Health District,0,0-9,2003,14269,0,0
Catoosa,1-1,Northwest Georgia Health District,0,0-9,2003,8073,0,0
Chatham,9-1,Coastal Health District,0,0-9,2003,31363,0,0
Cherokee,1-2,North Georgia Health District,1,0-9,2003,26850,0,0
Clarke,10,Northeast Health District,1,0-9,2003,10846,0,0
Clayton,3-3,Clayton County Health District,1,0-9,2003,42156,0,0
Cobb,3-1,Cobb/Douglas Health District,1,0-9,2003,91839,0,0
Coffee,9-2,Southeast Health District,0,0-9,2003,5868,0,0
Colquitt,8-2,Southwest Health District,0,0-9,2003,6453,0,0
Columbia,6,East Central Health District,0,0-9,2003,14518,0,0
Coweta,4,District 4 Health District,0,0-9,2003,16078,0,0
DeKalb,3-5,DeKalb Health District,1,0-9,2003,93433,0,0
Dougherty,8-2,Southwest Health District,1,0-9,2003,14177,0,0
Douglas,3-1,Cobb/Douglas Health District,0,0-9,2003,14907,0,0
Effingham,9-1,Coastal Health District,0,0-9,2003,6571,0,0
Fayette,4,District 4 Health District,0,0-9,2003,12272,0,0
Floyd,1-1,Northwest Georgia Health District,1,0-9,2003,12524,0,0
Forsyth,2,North Health District,0,0-9,2003,22539,0,0
Fulton,3-2,Fulton County Board of Health,1,0-9,2003,111732,0,0
Glynn,9-1,Coastal Health District,1,0-9,2003,9142,0,0
Gordon,1-1,Northwest Georgia Health District,0,0-9,2003,7220,0,0
Gwinnett,3-4,East Metro Health District,1,0-9,2003,106471,0,0
